Tx Hash,From,To,Value (ETH),Gas Price (Gwei)
403c943aa0715e2cb65bacae1a4390f3a88aaeaae7287d4a9a282e3e16e71c0d,0xbbabcA1794A64BA623E2b45eA25b5BD08486D887,0x7fDF66A6c576dA01734822f8C31B83f93ce45Caf,9.6244767321804e-05,2.10391614
ee3c37ef2aa7f75c4f30a320638a321f91e5d392c0bb3d9a53e2e3e526885862,0x7830c87C02e56AFf27FA8Ab1241711331FA86F43,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0.0,1.0
4ea584a1af980bfaa98a5e5f0842181e8a0ece0f6726f44db379a9a77c288c9f,0xdd3d72C53Ff982ff59853da71158bf1538b3Ceee,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.0
1f1e77eb94e3841b6c7ad64652ece7f44f1fc4917af29ccb3e342fabc600b413,0x3c9dF24f248ff949161A5a43BBf6dd69378D7799,0x50f41F589aFACa2EF41FDF590FE7b90cD26DEe64,0.0,0.97121614
df9d49c4acf1270b8a9a056603614fbf4f8b20d3f7dce0a08810280d716ae9c9,0x3c9dF24f248ff949161A5a43BBf6dd69378D7799,0xB0076DE78Dc50581770BBa1D211dDc0aD4F2a241,0.0,0.97121614
f6cd0c6b810dfb58f8003a1c759c28ad2eaacc0a7a65f3483461dea4787f8d0d,0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
7de63242cea35ecec665559408b88d317a371bb6e262fd3901571b469f5b3dca,0x9696f59E4d72E237BE84fFD425DCaD154Bf96976,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
c976ed4f2b1da432c0e7efb66587033cad7f5a012a36e72831888c460ef15bc4,0xf89d7b9c864f589bbF53a82105107622B35EaA40,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,2.10391614
9524d89ea54092f28defc32b11ebb077aba2badced94e25de9533aa6cc1177b9,0x6CdB7776f6a20B9ed4441b791e9541a6fc04e313,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,1.530342863
ba02ebde3abd04dec861225499c31b7ba8bd2af367782f799dfa2682f32b7412,0x05ff6964D21e5dAE3b1010D5AE0465b3c450F381,0x2744dfD9898f0bAbbC570cC594Bbbc84b487a22b,0.0,2.10391614
9a75e9d90cd1e7647eaedc420b48cfe1e4c6cdaf56dedb5d329393432d6bb4b9,0x28C6c06298d514Db089934071355E5743bf21d60,0xEe7aE85f2Fe2239E27D9c1E23fFFe168D63b4055,0.0,1.10391614
5a52fdb643e8875a5e2a8848c8e069cc1bd250c54d7d61792ba4a1e5bd21db92,0x28C6c06298d514Db089934071355E5743bf21d60,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
a8b36ece94e36ee648ce30e10186aef755509367dc2a124dda8dd34e889fb590,0x489B27b44eC821Ba8782045A2671dEe433266f2c,0x56a5908a0A40bF592A6314B4af7e684Ee0E30A45,0.006788,2.0
c7ea477a67985b4d8dbe5498b5e4fe0207111fc112b00bbe765d6b9ec2b65aa3,0x1E3eE8E9a55c0A8786951D0b1793A64f334d96d9,0x69460570c93f9DE5E2edbC3052bf10125f0Ca22d,0.0783,1.0
d360211c28019a7a304f58e838c06bf76975531cee8f37ca12c8350a5cb4730b,0x7FBC38Aab9484CD056Dd1f7C2317c53565fB0618,0x56a5908a0A40bF592A6314B4af7e684Ee0E30A45,0.5789125,2.0
6eac8d17df18a668a6a915356510240b5c92fe9752875c47635f8c04f71b07e0,0x7830c87C02e56AFf27FA8Ab1241711331FA86F43,0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43,0.0,1.0
af77e28de7512eb0db2ac184786cd1ef098530efe171d057e02abe2c39f2cf29,0x28C6c06298d514Db089934071355E5743bf21d60,0xEe7aE85f2Fe2239E27D9c1E23fFFe168D63b4055,0.0,1.10391614
d0db0cbcf5f5834159766285489e5e2d22eb97060b677ed1cf522346c7a20209,0x28C6c06298d514Db089934071355E5743bf21d60,0x031De51F3E8016514Bd0963d0B2AB825A591Db9A,0.0,1.10391614
d5a2d5208b8d32db1169e0b592b0d85cd81d80fa96dd5ca7232d8288c509b621,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
5a05ff34fee91c3284523855c50140e7553b9302e7dc23dbd5d94b25dcfa1d63,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0x56A3BA04E95d34268A19b2a4474DC979baBDaf76,0.0,1.10391614
e1639ce89499521c81b26178842f3cb04505d2f50e8d3cc9fb501eaa90888ee0,0x21a31Ee1afC51d94C2eFcCAa2092aD1028285549,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
5f347bda2b5b5af85c8432296ffa0323d5b2eb810b85cd1c345235fe2fa1e787,0x81720a661dA02D30B3Aa5D642B9E57Ff56d5C8eE,0xD036f17315D159B48cc154bBc70aa4FA06210DE9,0.0,1.20351882
22e106d019bc83d66c43b926a75b7ddea47b029d16d43b5b4ea507bb0ad88721,0x81720a661dA02D30B3Aa5D642B9E57Ff56d5C8eE,0x4313C378Cc91eA583C91387B9216e2c03096b27f,0.0,1.20351882
ec9123d649c311671e619ad3a123abb1301dd03c5b0539039bb000d6dc93df2d,0x00003f0B7045822689cE3A6118846218A2C22cFd,0xd862CDcfEB856C32B3C4F7563f4811D8Ddfd42e2,0.000187639752524015,0.10391614
cff38563af6236b1c2b7d42628fcbe97b726890eb7fd7511c3b9b12f4cb1351c,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0x5707008748EFe264d7b35D39a86681AcB778FDe7,0.1085213,1.10391614
05e29ecd144e79b4fee9ae9aa4ae879aa80ce5618c333e80affe0aef04cefaed,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0xfc82bb4ba86045Af6F327323a46E80412b91b27d,0.0,1.10391614
7c243a022f32d40a661edf0ade235c822d3b1cd8dac4ec7e1542e66ba08e2c4f,0xDFd5293D8e347dFe59E90eFd55b2956a1343963d,0xB528edBef013aff855ac3c50b381f253aF13b997,0.0,1.10391614
0162c263cfa34d211928793a3f053a5429a6e35a96b93cd5301e98f5cc1f1da0,0x74dEc05E5b894b0EfEc69Cdf6316971802A2F9a1,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
e66dc5586c6834420bf0b5632064ddb5fcd02b60a9a2a60eadb55f97a4ccbbe4,0x5b99961dc2a628667B5578681Ae5174EeD8daB7F,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.0
02fc946c9e00f07acdef8f6a3b4b7b917990a84a78bf941afc4e03d7a19960de,0xde261feB1a0Ce226F8f4a94297F5f908577dEf33,0x18901044688D3756C35Ed2b36D93e6a5B8e00E68,0.0,2.10391614
4abc785560b459d9fe058c80da2a888f46a61da5bf2eaf9eddfb34aa30aede21,0x99858C5f2668A972419a4C6be3870f988cdc25Ed,0xDD68aBa3E04CB1a05082402B9325753314803005,2.6630319833714e-05,0.70391614
aa03e74b0f9609e0ce0684dc23f27573771956f286f36df33915f76e4df329ec,0x1BACe4E6593f8B31d7f9cf70e3E396dCA4674F56,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.0
82a9e1e7f8031222a4eb84e91bd075e88ad49c2eb4ecd6dadd3c320947e74a23,0xEbA88149813BEc1cCcccFDb0daCEFaaa5DE94cB1,0xDF2a83f6453c1961B4226f9448cc79256cc5b213,0.10203944,1.0
088e8b96c956aa19470582c0dc81427fdb16cf7e3e462baea40ea27db4b24bbc,0x611dd7e2DAF7Eafa3687f1E98c48aA54776D0760,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,1.16498758
19ea6936e5942ac309527e778e065769c7f97be811de7ff720941f0b0e6adf77,0xaeD3531A14D800C50E6506Fd8905CC8d08d26A36,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,0.36271614
b76d1eb0697e94d1dedde70fbcd5135b6d106da552ac300b43066782f04553ec,0xca7ded7e4F4Ba8aB3B10009236Ae6d1b95094589,0x039d1f9a934d4C3dD927E8B5DA0d49e797c3077B,0.005158043577216006,0.304077138
562825eade8acf97153f0678e075d7fbf8a7f3630c495246c1e68fdd5effe8df,0x3efc864B65a9718Ee765F61F093a3eb0b1963CBE,0x470Ef502bFC777bfbc3649ee7c2722a298141EAE,0.000195,0.30391614
232f99f07509206c8d8747f2a1094d4fd7b7b92086e001b57ae9a3e11a7057bd,0x5D870D006fa8dce8dA85023D955Cc50e1b4Aad93,0x09fE2FaE2C7ceE7C1564BC40B62Ae46B1f8B278F,0.0260923565050854,0.36271614
84fc7b95cef3b0bee574fcac37ef3e8e8664fd8def922ee1225b1c4a222e5b9a,0x9351ca9d2C65d2996C19febCab96d77a12f25491,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,2.10391614
99bfba2dc14262b10ec7d87d486ffe628ff633b9ab5ee4ad2c1abe85ebcfa3d3,0xB02C6C40a798184d5E012fbB1dc698977671F8fC,0x3a5cc8689D1b0cEf2c317bC5C0aD6Ce88B27D597,0.0,0.5
7f166e1c8250fd52cc4029ca805ec83f638b0d1d952bd18b080d4ac8a4e97793,0x062d9B5b6840C4a94d306ec3E65Fb43fff17A5f2,0x44b28991B167582F18BA0259e0173176ca125505,0.0,2.10391614
cb3d08942ab1c6a7565261138981c23a2bf71b7b577582cc1ed2bea6a7150aa3,0x209f56a21b7E5329AC9dBf5F8C2cdd3078910716,0x111111125421cA6dc452d289314280a0f8842A65,0.0,0.20175941
b528180328035ac36842972a75eb689dc03aa68bbeda3c2397c146119c8a6c0e,0x1444C5106195A6922D2612107E57858775Df256B,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,2.10391614
05e7b73c5c88cbad23632c7bbfbc9607a30b48c5e4fa9ba7058bc9b148f1093d,0x79E3f7b42C51cc4CB8B1FDD51F38D3aD317f0e28,0xECb92Cc7112b80A2234936315BbB493fb48d1463,0.00726,0.205796328
a57844da9d796c7d926acae052daf83ea6e705a998cd24a016758b5fecccaa98,0x52e10582419AA2E4126066A8F05c19F7832830CB,0xE592427A0AEce92De3Edee1F18E0157C05861564,0.0,1.60391614
1adfbe7d084f03c639eb3f0be6434b00708ee8d95534fc5991d6f6bb637941ea,0xA32d087B22E6984FB13CD4a1e4ebD15c258d69E1,0x94e825e5F5c174165D037e9951C4eC23A8049855,0.09,1.10391614
8b3d41be7e307c7b04ea4f6c99396fbb7dadf30466eb10fa38a61d7cff6821e9,0x266bd347a692776ca1a4C165d4Aa03e167274aD8,0x00c7Ca327f975b96e0c26CbcF3dD3E657F7B1Bd4,3.46111861599302,1.114366108
fed3b81f868bcfa3091e29ba786e99d0bda590809b2d0643176f9e4567fcf85a,0xf77963CA1e8933837F7e530eF22b461d18f21FB7,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.152639115
2293c7ab704db589bc25b7581c5fba0168e27369bc27d15a57fdb576a6e85e6d,0x10811Eaa409F17A7a94af905F8A480bE17F2D8aF,0xCB1f241E557F52F0ac7BbAc22B6d8D93d4591ac3,1e-09,0.154021669
313f0020c54bda72d697dbfac59d19aea7428764bfcf45994d36d2ad2cac5508,0x981294d9e5C9D03da4fC27997824b71352F5a53D,0xF621e5a17233C4088D6Fe06068caAFD88754b602,3.87228637345e-06,0.154021669
febaf2a288e77f1b3d0e62bd7f5572bc7051c6195cece9335439154c7457d005,0x1E3790c3b9d06A9bC29b4319a2e3Ae645d9C385c,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.696562098
9562341053ce4ba0bdea6ef9d91cf69a653069d446d6e2aa29aa2674aed2c1ec,0xc1D09c27a7B1Bf7ab1b5a18bc6a06362b48642d3,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
6b0818245ea06ccaab8b60972d0675add0faa0e9ed4e7d3c64299af1f871fd40,0x6223b093620f16650b96D65360Ae2882ffeC8458,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
b24c2353a4b81fdca7be925c045b43b383b67c08f9138e18267e94dafc28a405,0x9b1638497bCA6043E540a0b8AF0adc994cA8461E,0x81221A6A5b2BE7Fe4489a80771098E30eAB0fA48,0.000521938362400933,0.358131316
d8924d982dabeb956758aab189698e838eed82b41892eb36c6c4601883ebe433,0xd71f4423e097888aF07E2CEac0E71b9a43f64A1f,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
bbe888ae83d806ba5b529e4b83c6400d22970ab7f722d0e1e308bd7af813ca14,0xa9aC5f9cBaf10e25c642e7892256c3f4A3204573,0xA84F4c8ba92171a9362641E21DDE558eB79676B8,1e-09,0.154021669
5fba1d82392c6f8ae91afa5c035401aaa9790a95c8face6a0f63a99870c50986,0x776babC8E89093e3766E051462231E5287Ad937e,,0.0,0.11191614
9f337ec4ae5e95a101648bce1a84c61f6fc43b5414adad099876619dce4c283e,0x4505B47b0A55e095213605119bcc58Cd9d609a55,0x7D326FEB5D0f2b6b77dbf3e1E0d2ff3eFF2516bd,6.483786e-07,0.218283582
a788e6cedc3e9789ee680daacee4dae16995f19d628fbc55d4ca899e7017d6e2,0x2231B1F49cFeF470Af1A480B3997bC80C84EcF16,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,0.395466088
bc5a5fc259e867d1b8b9ca0e42eff6b7f85b79fb32c4fe2f992093760b3f60d7,0xf63Ed07FE32b617095C942a961c7c49D50aF5CCF,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0.0,0.15821985
dfb47869fc9ec64a46464cff5fcd536cf85ba91ad59dbd33376de2fad9fa80bc,0xA1e17BF9396de3779857371De2bC9A2E66e91D92,0x111111125421cA6dc452d289314280a0f8842A65,0.0,0.146235279
392ec5442a4bb1619bb2033a3a2bcf78dcf04db1a72c295b50b812e185976354,0xcac7A7AF84214b02FB36f728980DbC56256aE143,0x571775055BBAfC39B0c6b37A1Bf41e59A2de1Ca7,0.001826338955876488,0.144078549
418eea63b95542fa32148028e82a3cd8591f15058e6bcec02489e934b7779ca0,0x8dd1F90341d15aA18796e9a113F3663d8994AFa1,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.0
a8eed8dbe946aa80837e817b271730ff4e58abab76a8539a3bede032a47aa137,0x4946970752543c6572b6458269Bf63A5Da6F48c8,0xb6bE269F3D9B6847C300472C670D87bA8086dfdA,0.008651642698668279,1.122111292
f8b8c853c0d69c058085ba1f603f4f06cf3294e06029eb4a198c0e312e07abd4,0x9cC195Ed0503107d17cFDB4D8F172A2b0454F113,0x08Fc55628ec84f56c24954be1E725fAA406a4CCc,0.0002116129291965,0.266856082
6c2916619ec10a9d949a94726f7fc9255b74a9e55e991529b257484f015a4c7d,0xBe0B407782a7599380Fa726db315340126d62229,0x4D2fB5F8Ec243fde4DF1A9678b82238570c7E0E4,0.0,0.190932176
114223e161eb1a0cd69a6d2f6daa1a66bd0a0b97ba8ca9f7af7ea37a1ca9868d,0xA657d30bcCB72be9d1ff7009285D7ED05ea4F2a1,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,0.188586111
b4a92d1ffa51d2989b3a145fe11725db741b9a312569b24984216e89fa21d0fe,0xC4F2C9636c7F570a3D0F67526aB64d54AC194d1d,0x9BCE2b2EDc1AEeAEf75ca27517267A4D4dDb4066,1e-18,0.15391614
d8e9825f3f357754d0a7968c431d5109d7b373e48bcff80eec0493b4cf3c14e4,0xC4F2C9636c7F570a3D0F67526aB64d54AC194d1d,0x9BCE2b2EDc1AEeAEf75ca27517267A4D4dDb4066,1e-05,0.15391614
27135f2d733156f74073a6b11c09c6d1ac138fec527b703b7f2ef5e5c311a3ba,0x67b61420875E6cC72D3Aa6a5dA461429BD83a50e,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
515c7d6966975241f107ebb35d3660683cd8b85dd66c92d27316e0c9532fed41,0x91D40E4818F4D4C57b4578d9ECa6AFc92aC8DEbE,0x32353A6C91143bfd6C7d363B546e62a9A2489A20,0.0,0.97121614
d396c545fe0d141040bab56b257a3cc0f359c50544fcb37e2ee5fffa8f35838e,0x7920b3eFC18DdCECEe4CC04eda3A60f5A2070044,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
7a9efd3adac045dbc87c82a07118ac5ad41c076b2799d13f874fa05083249343,0xA13DCeE93c47eA01E9ee43B0487FB26273522344,0xfAda78bf881cE25f7b842A0d86091C15e5Cba953,0.0108751,0.22391614
c80877bbf41c6739012bc47839789801a5baff1f9ee3e7ebd727406c3e06d9c6,0x55823001c8cd87a6E86716ca768BCe51f2D89c9C,0x6E2a43be0B1d33b726f0CA3b8de60b3482b8b050,0.0,0.97121614
e65304c310c41989fabf4bc9d01355a361f01159f75f02e10bc8bf4576089e12,0x58a059b6051bEb20EE5816536E9232627E0cd8B6,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,1.10391614
a91d271ea07f2bb88db824dc64b332a8e8b396ae3547102ae3184b4dee1c5afa,0xD07B848e78735EC007d70478362B2D749edF318F,0xCBD6832Ebc203e49E2B771897067fce3c58575ac,0.00060061082641288,0.125219401
df3e68d00b1bb98af0e74002691cdd6338fc549de293d5885a7d96430a590c9a,0xe37f7c80ceD04c4F243C0Fd04A5510D663CB88b5,0x3E368B6C95c6fEfB7A16dCc0D756389F3c658a06,0.0,0.154699106
f949349e4e24246a16203b68c0f28ddaed33c8bbe2a79dbc42e828bcd1514323,0x9642b23Ed1E01Df1092B92641051881a322F5D4E,0xfaf17849fb05a11a4E233f221bAc99CA43Fc83f8,0.0,0.143219002
ef7a66eadf208466d39d3ac802a960d1bf8374a90b979ffc974c774714d4b76e,0x06af1a5E77491069f93BC99359187FcCb2088820,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0,0.137412665
8eb982972e7cb868b2c67ae4797fdc0a607c5362d1792dc39a74d67a4831e1c4,0xC511d6ED0a26FD40428323Ee54FAaEd4c67342C1,0x8ac7CCAC8dbedc9BAE58003dd3dB6A15Aa067A4a,0.03387060397821269,0.11895614
82edd1cd0c4ce02d712ac830b55f419d61260724580cbb496f9ba7a2401e81bc,0x9BdE4771e0586b3bCE39A15d680b2e676466b4cB,0x259bcF4cfb6bfCC4ED48BeF5CFe46f3Ea8b304c9,0.0618,0.124546649
f0ab7c42895ac5ba62c25c5a51c5c5e05364f90a469ba2e143a39d3897c4b903,0xC0a5827704706392420304b3CcB8fd4D9f5d1F80,0x64c32eB3A4B4c33Dc6CF94E89A5542Dd30C99b3a,0.0,0.25391614
a844c2e7eb88b049debd244e39fd7cda381c40c6ce87c45255e184ee3f1a2096,0x72B2A07Ea578CC92f9024BE2501C7F295f227EC2,0xb1690C08E213a35Ed9bAb7B318DE14420FB57d8C,0.016,0.15
63a9c32e361cb0128213ed2ae10684934906ed17f52e948cecbfaaf356d0514e,0x06254c1e77a77027293b65B4c0A4A41AbA6E6734,0xB139aE7ACcBf5EcD421016BF1b0FACA8083B5c7F,0.000364,0.122082862
1d554bfb47b0b3e96e72c871811872650225fe2088328ec4f3763c5d02bc2c00,0xe93685f3bBA03016F02bD1828BaDD6195988D950,0xc02Ab410f0734EFa3F14628780e6e695156024C2,0.0,0.154699106
784c89b75ab82cbdae7a1ee841f3ee6f69929f84732465bac0331fb25b45c604,0x9D9D25BAa4DC2cC41B7866bF6BBa079E7Dd8A111,0x111111125421cA6dc452d289314280a0f8842A65,0.0,0.12391614
970e8334634d7cf1ad2540cedaa971ebeca2f508521d19b5b2f3c44d01fbeaf0,0xE6ABAaB5ce45531457dcfC45635E1edC123AF52B,0xa2C5fF26F8B42584B529d85957663092cB0cfd5b,1.02e-05,0.11191614
f5d134f14f9acd9a5be9d1c1ea5f4515e6d3e3b2a72ea84800f25d964343b521,0x59238C30e17a5E4Dd2F921159d3A7f209eFa30B9,0xEF339FC657a0ecF002fc7038bB6ad6D78e86C8Ab,2.598970404e-05,0.11391614
2751dabf2e38e6ce805d056a54bd43c22906664f27ad62ee010c4ab54a0e6ffa,0x8b40035F31907F326910539284ba2aaF64e90a27,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,0.0,0.16447378
6607b1d92eda7cb04b4d1a9cd914a3cbf276cb540d34160541e584f156e72ae6,0x03EE3676e94792BdA828df36b7d14E7c49DB910b,0xAD958C4c0c90bf0216e0f5472F074a9AB30f595F,0.0,0.70391614
79e8dd5b08af9980bb59f440b1e6b684fc01144ee420b5f2ed28bb8f58504aab,0x530fD4E08aDaC822AfAeAfF016B47ac543c4Ea25,0xBab51Ed977D349Dc44608D482d5c651C9E7cF689,1.02e-05,0.11191614
0a7de75c027b18292b840e10243f3a3c36e21a27d0dbd241a14cc081cfd94615,0xA6F886a1237b8Ed148B8799318e66cdd65Fd656c,0xDB7d84e2581FB194E45f3FcB80d511ee2A178130,1.02e-05,0.11191614
a22978fa5c46e13f82d5de0acf95e1f30b8f62610cb99ba9816ff3e64466ea4f,0xE600AdEbc0CCe3bfcCf3674D7bB297a4B80B71EC,0x9d0603AEae45f4A95Ac4362eDD3B4551962be5AE,1.02e-05,0.11191614
c113c206502da148a926c319aea99dab3f6c6581f5b81a9c97b227a4bfb56dd1,0x9BfdfEC331cb7308b649868708CDE9687B4cA2a8,0x50F3eB0f956d659f2a1D4c3Ac57C3dD8bd6129C3,1.02e-05,0.11191614
f54fca4664b5af7e4bdaddd196e12e22ed9a3c610c0a0e9ee471506ed0352d19,0x0C1B334BEFa111Bcf0a495D4cB01a596303449cc,0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,0.0,0.117101123
38af800017e3ce0245267cc3e0703a54434f3f86b8d7c2539785bcc63a8a2595,0xE6aBaa23663a461fe795E3F52753C9aAf4762b08,0x7546Ff64cc71df6DAc61C865bEA298Da152eed87,1.02e-05,0.11191614
